BioSample_s	Experiment_s	Instrument_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	curated_cell_type_s	health_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s	tissue_s
SAMN05217033	SRX1832531	Illumina HiSeq 2500	274	111	SRR3650783	SRS1493608	GSM2194681	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217033	SRX1832531	Illumina HiSeq 2500	267	111	SRR3650784	SRS1493608	GSM2194681	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217034	SRX1832532	Illumina HiSeq 2500	313	117	SRR3650785	SRS1493609	GSM2194682	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217034	SRX1832532	Illumina HiSeq 2500	314	119	SRR3650786	SRS1493609	GSM2194682	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217035	SRX1832533	Illumina HiSeq 2500	256	97	SRR3650787	SRS1493612	GSM2194683	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217035	SRX1832533	Illumina HiSeq 2500	259	99	SRR3650788	SRS1493612	GSM2194683	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217036	SRX1832534	Illumina HiSeq 2500	325	127	SRR3650789	SRS1493611	GSM2194684	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217036	SRX1832534	Illumina HiSeq 2500	324	128	SRR3650790	SRS1493611	GSM2194684	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217037	SRX1832535	Illumina HiSeq 2500	292	109	SRR3650791	SRS1493613	GSM2194685	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217037	SRX1832535	Illumina HiSeq 2500	294	112	SRR3650792	SRS1493613	GSM2194685	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217038	SRX1832536	Illumina HiSeq 2500	231	86	SRR3650793	SRS1493614	GSM2194686	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217038	SRX1832536	Illumina HiSeq 2500	236	89	SRR3650794	SRS1493614	GSM2194686	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217039	SRX1832537	Illumina HiSeq 2500	243	90	SRR3650795	SRS1493615	GSM2194687	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217039	SRX1832537	Illumina HiSeq 2500	249	94	SRR3650796	SRS1493615	GSM2194687	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217040	SRX1832538	Illumina HiSeq 2500	196	79	SRR3650797	SRS1493616	GSM2194688	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217040	SRX1832538	Illumina HiSeq 2500	195	80	SRR3650798	SRS1493616	GSM2194688	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217041	SRX1832539	Illumina HiSeq 2500	297	111	SRR3650799	SRS1493618	GSM2194689	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217041	SRX1832539	Illumina HiSeq 2500	297	113	SRR3650800	SRS1493618	GSM2194689	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217042	SRX1832540	Illumina HiSeq 2500	254	94	SRR3650801	SRS1493617	GSM2194690	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217042	SRX1832540	Illumina HiSeq 2500	262	98	SRR3650802	SRS1493617	GSM2194690	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217043	SRX1832541	Illumina HiSeq 2500	129	48	SRR3650803	SRS1493619	GSM2194691	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217043	SRX1832541	Illumina HiSeq 2500	134	50	SRR3650804	SRS1493619	GSM2194691	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217044	SRX1832542	Illumina HiSeq 2500	317	117	SRR3650805	SRS1493620	GSM2194692	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217044	SRX1832542	Illumina HiSeq 2500	324	121	SRR3650806	SRS1493620	GSM2194692	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217045	SRX1832543	Illumina HiSeq 2500	288	106	SRR3650807	SRS1493621	GSM2194693	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217045	SRX1832543	Illumina HiSeq 2500	298	111	SRR3650808	SRS1493621	GSM2194693	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217046	SRX1832544	Illumina HiSeq 2500	316	117	SRR3650809	SRS1493622	GSM2194694	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217046	SRX1832544	Illumina HiSeq 2500	324	121	SRR3650810	SRS1493622	GSM2194694	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217047	SRX1832545	Illumina HiSeq 2500	277	102	SRR3650811	SRS1493623	GSM2194695	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217047	SRX1832545	Illumina HiSeq 2500	286	106	SRR3650812	SRS1493623	GSM2194695	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217078	SRX1832546	Illumina HiSeq 2500	373	138	SRR3650813	SRS1493624	GSM2194696	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217078	SRX1832546	Illumina HiSeq 2500	382	143	SRR3650814	SRS1493624	GSM2194696	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217079	SRX1832547	Illumina HiSeq 2500	325	120	SRR3650815	SRS1493625	GSM2194697	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217079	SRX1832547	Illumina HiSeq 2500	333	125	SRR3650816	SRS1493625	GSM2194697	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217080	SRX1832548	Illumina HiSeq 2500	258	96	SRR3650817	SRS1493626	GSM2194698	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217080	SRX1832548	Illumina HiSeq 2500	265	99	SRR3650818	SRS1493626	GSM2194698	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217081	SRX1832549	Illumina HiSeq 2500	311	115	SRR3650819	SRS1493627	GSM2194699	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217081	SRX1832549	Illumina HiSeq 2500	317	119	SRR3650820	SRS1493627	GSM2194699	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217082	SRX1832550	Illumina HiSeq 2500	395	146	SRR3650821	SRS1493628	GSM2194700	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217082	SRX1832550	Illumina HiSeq 2500	407	152	SRR3650822	SRS1493628	GSM2194700	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217083	SRX1832551	Illumina HiSeq 2500	346	128	SRR3650823	SRS1493629	GSM2194701	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217083	SRX1832551	Illumina HiSeq 2500	352	132	SRR3650824	SRS1493629	GSM2194701	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217084	SRX1832552	Illumina HiSeq 2500	246	97	SRR3650825	SRS1493630	GSM2194702	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217084	SRX1832552	Illumina HiSeq 2500	247	98	SRR3650826	SRS1493630	GSM2194702	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217085	SRX1832553	Illumina HiSeq 2500	305	113	SRR3650827	SRS1493631	GSM2194703	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217085	SRX1832553	Illumina HiSeq 2500	313	117	SRR3650828	SRS1493631	GSM2194703	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217086	SRX1832554	Illumina HiSeq 2500	233	92	SRR3650829	SRS1493634	GSM2194704	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217086	SRX1832554	Illumina HiSeq 2500	234	94	SRR3650830	SRS1493634	GSM2194704	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217087	SRX1832555	Illumina HiSeq 2500	337	124	SRR3650831	SRS1493632	GSM2194705	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217087	SRX1832555	Illumina HiSeq 2500	342	128	SRR3650832	SRS1493632	GSM2194705	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217088	SRX1832556	Illumina HiSeq 2500	374	139	SRR3650833	SRS1493635	GSM2194706	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217088	SRX1832556	Illumina HiSeq 2500	381	144	SRR3650834	SRS1493635	GSM2194706	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217089	SRX1832557	Illumina HiSeq 2500	285	106	SRR3650835	SRS1493633	GSM2194707	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217089	SRX1832557	Illumina HiSeq 2500	292	110	SRR3650836	SRS1493633	GSM2194707	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217090	SRX1832558	Illumina HiSeq 2500	525	194	SRR3650837	SRS1493636	GSM2194708	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217090	SRX1832558	Illumina HiSeq 2500	538	201	SRR3650838	SRS1493636	GSM2194708	child	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217091	SRX1832559	Illumina HiSeq 2500	390	144	SRR3650839	SRS1493637	GSM2194709	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217091	SRX1832559	Illumina HiSeq 2500	398	149	SRR3650840	SRS1493637	GSM2194709	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217092	SRX1832560	Illumina HiSeq 2500	331	132	SRR3650841	SRS1493638	GSM2194710	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217092	SRX1832560	Illumina HiSeq 2500	326	133	SRR3650842	SRS1493638	GSM2194710	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217093	SRX1832561	Illumina HiSeq 2500	411	153	SRR3650843	SRS1493640	GSM2194711	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217093	SRX1832561	Illumina HiSeq 2500	417	157	SRR3650844	SRS1493640	GSM2194711	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217094	SRX1832562	Illumina HiSeq 2500	370	137	SRR3650845	SRS1493639	GSM2194712	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217094	SRX1832562	Illumina HiSeq 2500	379	141	SRR3650846	SRS1493639	GSM2194712	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217095	SRX1832563	Illumina HiSeq 2500	355	133	SRR3650847	SRS1493641	GSM2194713	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217095	SRX1832563	Illumina HiSeq 2500	361	136	SRR3650848	SRS1493641	GSM2194713	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217096	SRX1832564	Illumina HiSeq 2500	425	158	SRR3650849	SRS1493642	GSM2194714	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217096	SRX1832564	Illumina HiSeq 2500	429	162	SRR3650850	SRS1493642	GSM2194714	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217097	SRX1832565	Illumina HiSeq 2500	464	172	SRR3650851	SRS1493643	GSM2194715	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217097	SRX1832565	Illumina HiSeq 2500	473	178	SRR3650852	SRS1493643	GSM2194715	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217098	SRX1832566	Illumina HiSeq 2500	322	120	SRR3650853	SRS1493644	GSM2194716	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217098	SRX1832566	Illumina HiSeq 2500	331	124	SRR3650854	SRS1493644	GSM2194716	child	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217102	SRX1832567	Illumina HiSeq 2500	208	78	SRR3650855	SRS1493645	GSM2194717	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217102	SRX1832567	Illumina HiSeq 2500	208	79	SRR3650856	SRS1493645	GSM2194717	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217103	SRX1832568	Illumina HiSeq 2500	296	111	SRR3650857	SRS1493646	GSM2194718	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217103	SRX1832568	Illumina HiSeq 2500	303	115	SRR3650858	SRS1493646	GSM2194718	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217104	SRX1832569	Illumina HiSeq 2500	389	144	SRR3650859	SRS1493649	GSM2194719	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217104	SRX1832569	Illumina HiSeq 2500	398	149	SRR3650860	SRS1493649	GSM2194719	child	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217099	SRX1832570	Illumina HiSeq 2500	522	194	SRR3650861	SRS1493647	GSM2194720	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217099	SRX1832570	Illumina HiSeq 2500	528	199	SRR3650862	SRS1493647	GSM2194720	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217100	SRX1832571	Illumina HiSeq 2500	414	164	SRR3650863	SRS1493648	GSM2194721	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217100	SRX1832571	Illumina HiSeq 2500	412	166	SRR3650864	SRS1493648	GSM2194721	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217101	SRX1832572	Illumina HiSeq 2500	496	183	SRR3650865	SRS1493651	GSM2194722	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217101	SRX1832572	Illumina HiSeq 2500	505	189	SRR3650866	SRS1493651	GSM2194722	child	mesenchyme	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217105	SRX1832573	Illumina HiSeq 2500	102	50	SRR3650867	SRS1493650	GSM2194723	child	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
