BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	facs_gating_s	tonsil_donor_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	cell_type_s	source_name_s
SAMN03841765	SRX1082152	61	68	SRR2088183	SRS980307	GSM1810618	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841766	SRX1082153	48	54	SRR2088184	SRS980308	GSM1810619	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841767	SRX1082154	43	48	SRR2088185	SRS980309	GSM1810620	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841768	SRX1082155	35	39	SRR2088186	SRS980306	GSM1810621	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841769	SRX1082156	80	89	SRR2088187	SRS980304	GSM1810622	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841770	SRX1082157	83	92	SRR2088188	SRS980303	GSM1810623	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841771	SRX1082158	136	150	SRR2088189	SRS980305	GSM1810624	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841772	SRX1082159	61	69	SRR2088190	SRS980302	GSM1810625	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841773	SRX1082160	112	123	SRR2088191	SRS980301	GSM1810626	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841774	SRX1082161	63	71	SRR2088192	SRS980300	GSM1810627	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841775	SRX1082162	98	109	SRR2088193	SRS980299	GSM1810628	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841985	SRX1082163	134	148	SRR2088194	SRS980298	GSM1810629	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841986	SRX1082164	32	36	SRR2088195	SRS980297	GSM1810630	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841987	SRX1082165	60	67	SRR2088196	SRS980296	GSM1810631	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841988	SRX1082166	67	74	SRR2088197	SRS980294	GSM1810632	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841989	SRX1082167	135	148	SRR2088198	SRS980295	GSM1810633	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841990	SRX1082168	40	45	SRR2088199	SRS980293	GSM1810634	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841991	SRX1082169	117	129	SRR2088200	SRS980292	GSM1810635	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841992	SRX1082170	106	117	SRR2088201	SRS980289	GSM1810636	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841993	SRX1082171	96	107	SRR2088202	SRS980290	GSM1810637	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841994	SRX1082172	124	137	SRR2088203	SRS980291	GSM1810638	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841995	SRX1082173	99	109	SRR2088204	SRS980288	GSM1810639	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841997	SRX1082175	59	66	SRR2088206	SRS980286	GSM1810641	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841998	SRX1082176	133	145	SRR2088207	SRS980285	GSM1810642	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841999	SRX1082177	107	117	SRR2088208	SRS980287	GSM1810643	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842000	SRX1082178	119	131	SRR2088209	SRS980284	GSM1810644	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842001	SRX1082179	134	148	SRR2088210	SRS980283	GSM1810645	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842002	SRX1082180	83	93	SRR2088211	SRS980282	GSM1810646	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842003	SRX1082181	83	91	SRR2088212	SRS980281	GSM1810647	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842004	SRX1082182	89	100	SRR2088213	SRS980280	GSM1810648	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842005	SRX1082183	29	34	SRR2088214	SRS980279	GSM1810649	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842006	SRX1082184	98	109	SRR2088215	SRS980278	GSM1810650	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842007	SRX1082185	70	78	SRR2088216	SRS980277	GSM1810651	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842008	SRX1082186	156	172	SRR2088217	SRS980275	GSM1810652	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842009	SRX1082187	76	85	SRR2088218	SRS980276	GSM1810653	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842010	SRX1082188	36	42	SRR2088219	SRS980274	GSM1810654	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842011	SRX1082189	92	104	SRR2088220	SRS980273	GSM1810655	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842012	SRX1082190	72	82	SRR2088221	SRS980271	GSM1810656	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841809	SRX1082191	24	28	SRR2088222	SRS980272	GSM1810657	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841810	SRX1082192	35	40	SRR2088223	SRS980270	GSM1810658	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841811	SRX1082193	17	20	SRR2088224	SRS980269	GSM1810659	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03842013	SRX1082194	96	108	SRR2088225	SRS980268	GSM1810660	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841808	SRX1082196	126	141	SRR2088227	SRS980267	GSM1810662	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841812	SRX1082197	94	106	SRR2088228	SRS980265	GSM1810663	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841813	SRX1082198	131	146	SRR2088229	SRS980264	GSM1810664	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841814	SRX1082199	90	102	SRR2088230	SRS980263	GSM1810665	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841815	SRX1082200	139	154	SRR2088231	SRS980266	GSM1810666	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841816	SRX1082201	29	33	SRR2088232	SRS980262	GSM1810667	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841817	SRX1082202	24	28	SRR2088233	SRS980261	GSM1810668	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841818	SRX1082203	30	34	SRR2088234	SRS980260	GSM1810669	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841819	SRX1082204	106	119	SRR2088235	SRS980258	GSM1810670	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841820	SRX1082205	134	149	SRR2088236	SRS980259	GSM1810671	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841821	SRX1082206	45	52	SRR2088237	SRS980257	GSM1810672	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841822	SRX1082207	111	124	SRR2088238	SRS980256	GSM1810673	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841823	SRX1082208	95	106	SRR2088239	SRS980255	GSM1810674	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841824	SRX1082209	104	117	SRR2088240	SRS980254	GSM1810675	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841825	SRX1082210	127	142	SRR2088241	SRS980253	GSM1810676	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841826	SRX1082211	52	58	SRR2088242	SRS980252	GSM1810677	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841827	SRX1082212	25	29	SRR2088243	SRS980251	GSM1810678	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841828	SRX1082213	22	24	SRR2088244	SRS980250	GSM1810679	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841829	SRX1082214	57	65	SRR2088245	SRS980249	GSM1810680	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841830	SRX1082215	59	67	SRR2088246	SRS980248	GSM1810681	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841831	SRX1082216	66	74	SRR2088247	SRS980247	GSM1810682	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841832	SRX1082217	35	40	SRR2088248	SRS980246	GSM1810683	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841833	SRX1082218	57	64	SRR2088249	SRS980245	GSM1810684	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841834	SRX1082219	55	62	SRR2088250	SRS980243	GSM1810685	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841835	SRX1082220	64	72	SRR2088251	SRS980244	GSM1810686	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841837	SRX1082222	30	34	SRR2088253	SRS980242	GSM1810688	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841776	SRX1082223	42	47	SRR2088254	SRS980241	GSM1810689	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841777	SRX1082224	96	107	SRR2088255	SRS980240	GSM1810690	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841778	SRX1082225	121	135	SRR2088256	SRS980238	GSM1810691	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841779	SRX1082226	68	77	SRR2088257	SRS980239	GSM1810692	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841780	SRX1082227	107	119	SRR2088258	SRS980237	GSM1810693	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841781	SRX1082228	63	72	SRR2088259	SRS980236	GSM1810694	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841782	SRX1082229	104	116	SRR2088260	SRS980235	GSM1810695	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841783	SRX1082230	111	123	SRR2088261	SRS980234	GSM1810696	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841784	SRX1082231	104	116	SRR2088262	SRS980233	GSM1810697	NK	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841785	SRX1082232	51	57	SRR2088263	SRS980232	GSM1810698	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841786	SRX1082233	22	25	SRR2088264	SRS980230	GSM1810699	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841787	SRX1082234	38	43	SRR2088265	SRS980231	GSM1810700	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
SAMN03841788	SRX1082235	94	105	SRR2088266	SRS980229	GSM1810701	ILC3	Donor T75	RNA-Seq	43	PRJNA289086	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2015-07-07	Homo sapiens	ILLUMINA	2016-01-28	SRP060416	tonsil Innate lymphoid cells	cDNA
